image,gt_species,pred_species,correct_species,status,flag
1691235083249_jpg.rf.379d75bf12cea45805d71a0d4ef574fd.jpg,caranx_sexfasciatus,,,MISMATCH,False
1691235144639_jpg.rf.801ae44f08efda2ec54482899d22536b.jpg,elagatis_bipinnulata,caranx_ignobilis,,MISMATCH,False
1691235476798_jpg.rf.27f42f80f5c42f4ee6aa820a3ac4b292.jpg,elagatis_bipinnulata,acanthocybium_solandri,,MISMATCH,False
1691235509689_jpg.rf.9eea5cf65446642595da4f4d081dd2ad.jpg,caranx_sexfasciatus,caranx_ignobilis,,MISMATCH,False
1691235988859_jpg.rf.7c96d0f62973fa464b4c0972ea3af9e8.jpg,elagatis_bipinnulata,chirocentrus_dorab,,MISMATCH,False
1691557514958_jpg.rf.3943db1ca71bc0c8df1a7b6479ab934d.jpg,rastrelliger_kanagurta,chirocentrus_dorab|rastrelliger_kanagurta,rastrelliger_kanagurta,MATCH,False
1692068562217_jpg.rf.d8da3d86d4f863f5a553343c4a7fa6b5.jpg,caranx_tille,scomberoides_tol,,MISMATCH,False
1692330985857_jpg.rf.44d09800af79d97d75067be4b9c2641a.jpg,pomadasys_kaakan,aurigequula_fasciata|gazza_minuta|scomberoides_tol,,MISMATCH,False
1692413225981_jpg.rf.4004a8846cf62dfffcbc66242b282b23.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1692413842219_jpg.rf.1cd52a2e52667b341c2d1e9e1b6377d3.jpg,lutjanus_gibbus,lutjanus_johnii|pomadasys_kaakan,,MISMATCH,False
1692414093710_jpg.rf.3233d7875d727070760ca1a5f5abeadd.jpg,lutjanus_gibbus,lutjanus_johnii|pomadasys_kaakan,,MISMATCH,False
1692414486273_jpg.rf.5d107936ed92def25beeffa206a0f46d.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1692581137223_jpg.rf.06a19844e75c56f32b9b9a16e86afdef.jpg,caranx_sexfasciatus,,,MISMATCH,False
1692581157271_jpg.rf.c9cc4b24474f8ff5c79a1f491249d408.jpg,caranx_sexfasciatus,,,MISMATCH,False
1692758040681_jpg.rf.a03e5b99a5f679a536bfc66593c79d76.jpg,caranx_tille,scomberoides_tol,,MISMATCH,False
1693045597639_jpg.rf.024e35258d5ce0ac616b994f62ca4ef6.jpg,lutjanus_gibbus,lutjanus_johnii|parupeneus_indicus,,MISMATCH,False
1693045767461_jpg.rf.41459faeff5e6c0207c511cd68fba093.jpg,decapterus_macarellus,acanthocybium_solandri|chirocentrus_dorab,,MISMATCH,False
1693045954991_jpg.rf.84f270b4524846ec36d30879aab26c94.jpg,decapterus_macarellus,acanthocybium_solandri|chirocentrus_dorab,,MISMATCH,False
1693046054194_jpg.rf.e9dff08e1d542e9d909463346f232006.jpg,caranx_melampygus,gazza_minuta|lutjanus_johnii,,MISMATCH,False
1693046250037_jpg.rf.d2138e880ef4a1ca5f5a904d57fe3e69.jpg,caranx_melampygus,aurigequula_fasciata|gazza_minuta,,MISMATCH,False
1693046392880_jpg.rf.f5f442b3d3a2b0e38d68dc68e185cdd2.jpg,lethrinus_erythracanthus,,,MISMATCH,False
1693046578401_jpg.rf.ff48d42fc1173c7ae34c3743e5af0056.jpg,decapterus_macarellus,chirocentrus_dorab,,MISMATCH,False
1693362996059_jpg.rf.f5c5b3ead2b835dc51cab2e75fa2fb53.jpg,caranx_tille,acanthocybium_solandri|chirocentrus_dorab,,MISMATCH,False
1693363143543_jpg.rf.54d32577bdbfa62ee5e22e15d7f9aba3.jpg,caranx_tille,,,MISMATCH,False
1693363266446_jpg.rf.3f01590f9d9d71e13f9136f8e222091c.jpg,caranx_tille,,,MISMATCH,False
1693363286236_jpg.rf.04c70b618dca9800fe34ccb35defec73.jpg,caranx_tille,chirocentrus_dorab,,MISMATCH,False
1693380316797_jpg.rf.df82112b379f1cb5041496c1ca977e66.jpg,caranx_tille,caranx_ignobilis,,MISMATCH,False
1693444829209_jpg.rf.231e425bc94be2cd3e7ad8b419dcd19d.jpg,caranx_tille,,,MISMATCH,False
1693444852155_jpg.rf.07f5852b61b084e727a061d8028d8c43.jpg,caranx_tille,,,MISMATCH,False
1693444866750_jpg.rf.087f61fb6732cbc734b0b8b4ce186c99.jpg,caranx_tille,caranx_ignobilis,,MISMATCH,False
1693444885638_jpg.rf.7fde404ea10c0e56c58f34e16c3c6c85.jpg,scomberomorus_commerson,,,MISMATCH,False
1693450035269_jpg.rf.1818a9fab1c2592f9fdbe5e46b3cf77d.jpg,caranx_tille,,,MISMATCH,False
1693450405580_jpg.rf.7265a31a1b9eece9b18d66959c53a280.jpg,caranx_tille,caranx_ignobilis,,MISMATCH,False
1693450516450_jpg.rf.4b3dd706043ceb158e337d2c674156e7.jpg,caranx_tille,scomberomorus_commerson,,MISMATCH,False
1693450624018_jpg.rf.f5c1c659f45e14dddbcee42efde3dc39.jpg,caranx_sexfasciatus,,,MISMATCH,False
1693535715149_jpg.rf.e86c2b5c1b505502993a0f58d49f6061.jpg,caranx_sexfasciatus,scomberomorus_commerson,,MISMATCH,False
1693546581340_jpg.rf.98f81257f3a9ac4d7f25bd0a2e53a98e.jpg,caranx_melampygus,acanthocybium_solandri,,MISMATCH,False
1693546643536_jpg.rf.238361e03fb6ee6c365e5f4f38bcef1b.jpg,etelis_carbunculus,,,MISMATCH,False
1693546778635_jpg.rf.96d667ed6d46fd04eb58d460eeec81aa.jpg,seriola_dumerili,aurigequula_fasciata|gazza_minuta|rastrelliger_kanagurta,,MISMATCH,False
1693549640994_jpg.rf.154c7d3c21ab6b3244c6cc49cd2c52b7.jpg,caranx_melampygus,aurigequula_fasciata,,MISMATCH,False
1693623926007_jpg.rf.26e5c9e75b632982b41c8223843da4c0.jpg,decapterus_macrosoma,acanthocybium_solandri|upeneus_vittatus,,MISMATCH,False
1693652276403_jpg.rf.3f9cf6988adb6f85450a7315768f82fe.jpg,decapterus_macarellus,chirocentrus_dorab,,MISMATCH,False
1693910106073_jpg.rf.33d3860af916c9c19653539d306342af.jpg,pseudobalistes_flavimarginatus,,,MISMATCH,False
1694346646225_jpg.rf.a36073b265e9598f42c8cb24c7576486.jpg,caranx_sexfasciatus,chirocentrus_dorab,,MISMATCH,False
1694483777242_jpg.rf.245280cd37864f6e3705bc4670f33da9.jpg,lethrinus_ornatus|sargocentron_sp|scolopsis_vosmeri,,,MISMATCH,False
1694518497934_jpg.rf.53bdecb8a7c9ab6c09e4e738388325ec.jpg,psettodes_erumei,,,MISMATCH,False
1694525455257_jpg.rf.d4981afb0864d7b3ecb57ad4a1f7769d.jpg,amblygaster_sirm,aurigequula_fasciata|gazza_minuta,,MISMATCH,False
1694865793188_jpg.rf.8f6ee898e7e9368dc4ff42afcf5ef243.jpg,lutjanus_bohar,parupeneus_indicus,,MISMATCH,False
1694867305294_jpg.rf.5f6b28642302ea4f544ff92961793d6d.jpg,decapterus_macarellus,chirocentrus_dorab,,MISMATCH,False
1694867312901_jpg.rf.1f0e6bdf4207cd980c598e243b142eff.jpg,decapterus_macarellus,chirocentrus_dorab,,MISMATCH,False
1695258652931_jpg.rf.038a58d7f7e1f72ef13d997e2c0d5cb9.jpg,caranx_tille,caranx_ignobilis,,MISMATCH,False
1695258772293_jpg.rf.c7d42b0b1e30564fcb54fa95cd9206cc.jpg,caranx_sexfasciatus,acanthocybium_solandri|chirocentrus_dorab|rastrelliger_kanagurta,,MISMATCH,False
1695263010071_jpg.rf.eefc3f39a05cf08a3dfb8ee63a014884.jpg,caranx_tille,scomberomorus_commerson,,MISMATCH,False
1695267680911_jpg.rf.2be8193345ecc74d03bec7852b53e360.jpg,caranx_melampygus,aurigequula_fasciata|caranx_ignobilis|rastrelliger_kanagurta,,MISMATCH,False
1695388917511_jpg.rf.0b73d56f07070aa90b0e4a11d0e41b4c.jpg,katsuwonus_pelamis,chirocentrus_dorab,,MISMATCH,False
1695389182703_jpg.rf.c4ceb7cc4477ee48e63385110c88e88c.jpg,katsuwonus_pelamis,chirocentrus_dorab|scomberoides_tol,,MISMATCH,False
1695389712651_jpg.rf.5189a09594af6a5051ad18070be54e4b.jpg,elagatis_bipinnulata,caranx_ignobilis,,MISMATCH,False
1695390143732_jpg.rf.121a630994df5f0e9c812aba7a08db73.jpg,katsuwonus_pelamis,,,MISMATCH,False
1695511150791_jpg.rf.3e6ca91e1f8d54284a200ca9cf9f7544.jpg,caranx_melampygus,lutjanus_johnii|scomberoides_tol,,MISMATCH,False
1695511964208_jpg.rf.a08e50c86bcbfc623249295aa7f5f6b4.jpg,caranx_melampygus,,,MISMATCH,False
1695515249310_jpg.rf.cac5c24cab7704f87dd874e46472b4b8.jpg,epinephelus_maculatus|lethrinus_ornatus|lutjanus_rufolineatus,caranx_ignobilis,,MISMATCH,False
1695515493186_jpg.rf.cfe0105ff092eea57cf7c713fa9c54cc.jpg,pomadasys_argenteus,,,MISMATCH,False
1695521758525_jpg.rf.3477a55101014828d46e6253fb8c77d8.jpg,caranx_melampygus,scomberoides_tol,,MISMATCH,False
1695691830697_jpg.rf.89f57912e0e1abba60c8267fae91f9d5.jpg,lutjanus_gibbus,lutjanus_johnii|pomadasys_kaakan,,MISMATCH,False
1695713427558_jpg.rf.b76a90861b385ee99e5b0bd988783a3e.jpg,lutjanus_gibbus,lutjanus_johnii|pomadasys_kaakan,,MISMATCH,False
1695734103683_jpg.rf.dad5a8b8d6e3dedbc801f32eb92e7f1e.jpg,priacanthus_sagittarius,pomadasys_kaakan,,MISMATCH,False
1695734455651_jpg.rf.cd04a8505fad418123d1bcb729e3cda4.jpg,lutjanus_kasmira,gazza_minuta|lutjanus_russellii,,MISMATCH,False
1695734906095_jpg.rf.6bcb67e39a3472f7c05262aa8d32bff3.jpg,acanthocybium_solandri,chirocentrus_dorab,,MISMATCH,False
1695735175273_jpg.rf.80264b51524014b94d8a7074b04f6e6f.jpg,acanthocybium_solandri,chirocentrus_dorab,,MISMATCH,False
1695735361459_jpg.rf.43cb8d69e5b4011d8aa03ecc6c7f49de.jpg,lutjanus_kasmira,,,MISMATCH,False
1695735670368_jpg.rf.223573fe5487ef92e6189bf8980086ca.jpg,acanthocybium_solandri,chirocentrus_dorab,,MISMATCH,False
1696333279652_jpg.rf.3cba5bbcb3705dd95f840b9bb0a02f61.jpg,lutjanus_gibbus,,,MISMATCH,False
1696335870241_jpg.rf.394e1aa6ec3c67fa6b8a8fc9560f7b97.jpg,lutjanus_rivulatus,pomadasys_kaakan,,MISMATCH,False
1696496895174_jpg.rf.519cf0c1e7387a0efba6e87444efd1fe.jpg,lutjanus_gibbus,,,MISMATCH,False
1696900347498_jpg.rf.1cf70d1814eae5ed60b69e51e28225ff.jpg,priacanthus_sagittarius,,,MISMATCH,False
1696945542849_jpg.rf.7d9f94ab30e6405de7253d8ee57addcc.jpg,lutjanus_gibbus,,,MISMATCH,False
1696946750249_jpg.rf.936cdac1c7a79703716c665628b1bfdd.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1697005652932_jpg.rf.e6726e23510d916c122f4ada6a951a2c.jpg,lutjanus_gibbus,,,MISMATCH,False
1697012766699_jpg.rf.72363e2748f9c0ed9c2560ade862840a.jpg,lutjanus_gibbus,,,MISMATCH,False
1697114382541_jpg.rf.dae864cafec388873144efa8d653262c.jpg,caranx_melampygus,pomadasys_kaakan,,MISMATCH,False
1697114451439_jpg.rf.258f15fd9fe37c378bac07fd8cb821cc.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1697114533401_jpg.rf.0457d4e9a0cd12ecdd2be2a3e905e5dc.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1697115180424_jpg.rf.8af32603113a9534b2329948854f05bb.jpg,lutjanus_gibbus,chirocentrus_dorab|scomberoides_tol,,MISMATCH,False
1697115186816_jpg.rf.2dbb25eb48983c5a3f2766c73df98c0d.jpg,lutjanus_gibbus,chirocentrus_dorab|scomberoides_tol,,MISMATCH,False
1697115495415_jpg.rf.2b006ab3684a7ee09986749c341ecab0.jpg,lutjanus_gibbus,chirocentrus_dorab,,MISMATCH,False
1697115710031_jpg.rf.a0caae70c2d88e5739955ae48d373b27.jpg,lutjanus_gibbus,chirocentrus_dorab|scomberoides_tol,,MISMATCH,False
1697167269521_jpg.rf.26ff91a4c70ca7dd61ddce4fdeb6a38a.jpg,lutjanus_johnii,,,MISMATCH,False
1697192142521_jpg.rf.632b7c610ca8fd29aa34822b7469016a.jpg,caranx_melampygus|lutjanus_gibbus,aurigequula_fasciata|gazza_minuta|scomberoides_tol,,MISMATCH,False
1697269118542_jpg.rf.95ea6c8bb662b68a2a8ab9a55f1f901a.jpg,ferdauia_orthogrammus|rastrelliger_kanagurta,caranx_ignobilis,,MISMATCH,False
1697269146308_jpg.rf.399940ff884e84d882f545b8a5951e12.jpg,scomberoides_lysan|scomberoides_tol,acanthocybium_solandri|caranx_ignobilis|chirocentrus_dorab,,MISMATCH,False
1697269169209_jpg.rf.3f8edd02eab19cf7b4f78072b5b2ce56.jpg,aurigequula_fasciata,caranx_ignobilis,,MISMATCH,False
1697271152607_jpg.rf.9b0f67f14e74d280f4e82b5a6d3d5f35.jpg,caranx_sexfasciatus,aurigequula_fasciata|scomberoides_tol,,MISMATCH,False
1697271253513_jpg.rf.b4350bc08592be1cc6574de4ffcfd40a.jpg,carangoides_praeustus|ferdauia_orthogrammus,aurigequula_fasciata,,MISMATCH,False
1697271878006_jpg.rf.fdefd484ed276f309ece5f67f23a97be.jpg,lethrinus_reticulatus|lutjanus_rufolineatus,lutjanus_johnii|pomadasys_kaakan,,MISMATCH,False
1697272114334_jpg.rf.6dd1c2e92a193f843dcd05fcc81d4592.jpg,gymnocranius_grandoculis,pomadasys_kaakan,,MISMATCH,False
1697272745846_jpg.rf.301f395b5019e4320cfa063c0936ec5c.jpg,aurigequula_fasciata,aurigequula_fasciata,aurigequula_fasciata,MATCH,False
1697272759438_jpg.rf.0786dc56905f6cc16aa8f5256e06be8c.jpg,leiognathus_sp|parupeneus_indicus,,,MISMATCH,False
1697273193293_jpg.rf.79d6cc23f26ee5a6788076cb5f9cb1b9.jpg,acanthocybium_solandri,,,MISMATCH,False
1697505523144_jpg.rf.c0cb661a0eb3ca78ab25a274c8d609cd.jpg,lutjanus_gibbus,,,MISMATCH,False
1697506247065_jpg.rf.01a8ebe2f9a590d13f74544a5d8ca7b1.jpg,lutjanus_gibbus,scomberomorus_commerson,,MISMATCH,False
1697506294036_jpg.rf.db1d5e4e177d25999eb83f81f6a86a34.jpg,lethrinus_ornatus|lutjanus_gibbus|myripristis_sp|neoniphon_sammara|siganus_spinus,lutjanus_johnii,,MISMATCH,False
1697506355974_jpg.rf.9b873fafcc5fd098967f88b24b5dabf6.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1697506406466_jpg.rf.e73bbe556c5e325ef2dbee0bad6b938a.jpg,lutjanus_gibbus,scomberomorus_commerson,,MISMATCH,False
1697506536349_jpg.rf.4f223d7947a90b54edf77af9d95001b9.jpg,lutjanus_gibbus|mulloidichthys_vanicolensis|myripristis_sp|scolopsis_lineata,,,MISMATCH,False
1697506620470_jpg.rf.7876ec38cbdb28840e4654ccbe4e40e1.jpg,lutjanus_gibbus,gazza_minuta,,MISMATCH,False
1697506693057_jpg.rf.46186c3d03ae3aed8a3940ae221b04d9.jpg,lutjanus_gibbus,gazza_minuta,,MISMATCH,False
1697698487485_jpg.rf.85d378a017f80b940469146db943c6b7.jpg,lutjanus_gibbus,,,MISMATCH,False
1697699933364_jpg.rf.c43205e11e5ada62980f4f554b265234.jpg,caranx_sexfasciatus,,,MISMATCH,False
1697864502865_jpg.rf.c9b29096a667f4747a89e35738cec91d.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1697864667586_jpg.rf.df4d098986312aa0efa8ec730ee82d03.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1697864792743_jpg.rf.7bb2cc26d6c0d540d27d177d5e359248.jpg,lutjanus_gibbus,,,MISMATCH,False
1697864893088_jpg.rf.2c1613065c4d893cfdd22d9b48100963.jpg,lutjanus_gibbus,parupeneus_indicus,,MISMATCH,False
1697865090545_jpg.rf.c8bb078b99e2a92afcdaf81c728161f1.jpg,lutjanus_gibbus,pomadasys_kaakan,,MISMATCH,False
1698056471266_jpg.rf.6a01d272ecdf391ffc417e24cea35a72.jpg,lethrinus_obsoletus|lutjanus_rufolineatus,pomadasys_kaakan,,MISMATCH,False
1698062202674_jpg.rf.46c3f2e5136c0c6a2625552e923c665b.jpg,lutjanus_johnii,pomadasys_kaakan,,MISMATCH,False
1698064010523_jpg.rf.ac610249e3d3487a882f1f9915f35804.jpg,lutjanus_johnii,chirocentrus_dorab|pomadasys_kaakan,,MISMATCH,False
1698141339810_jpg.rf.7473682a616ae676dfb315419117646f.jpg,lutjanus_bohar|lutjanus_gibbus|lutjanus_rufolineatus,pomadasys_kaakan,,MISMATCH,False
1698143082765_jpg.rf.836b94aff72bfb84c0becc887dfcb773.jpg,caranx_lugubris,,,MISMATCH,False
1698143235892_jpg.rf.e690addc0f4a5510becf53bca3cb54e1.jpg,caranx_ignobilis,chirocentrus_dorab,,MISMATCH,False
1698274064708_jpg.rf.eb74718ee7bb198f6c69f698a715a692.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1698286550777_jpg.rf.4a7439a9aba26fbe0543e0a7a6d237c6.jpg,etelis_carbunculus,caranx_ignobilis,,MISMATCH,False
1698317977154_jpg.rf.f9c9df7d681d3faafb1a856d00192e8f.jpg,etelis_carbunculus,parupeneus_indicus,,MISMATCH,False
1698318008840_jpg.rf.37408827b4075920a38bf4ef5aa94562.jpg,pristigenys_niphonia,,,MISMATCH,False
1698318241974_jpg.rf.ddcfe4b9924bb6a50a8c698356199ed9.jpg,lutjanus_bohar,,,MISMATCH,False
1698318445111_jpg.rf.0232e9340a3e2bf3b002ef69e707653d.jpg,etelis_carbunculus,chirocentrus_dorab,,MISMATCH,False
1698318472782_jpg.rf.f37d7f16e51856a621a159adb89a9e5c.jpg,etelis_carbunculus,upeneus_vittatus,,MISMATCH,False
1698318508599_jpg.rf.eddf8a4f7dc358d3da19d80995a4f3d9.jpg,etelis_carbunculus,,,MISMATCH,False
1698318542443_jpg.rf.b0f5a7a9c6a08856c404b0ecd57f084c.jpg,etelis_carbunculus,upeneus_vittatus,,MISMATCH,False
1698318697920_jpg.rf.d0404746d87405ed25f0a1357c172d6b.jpg,etelis_carbunculus,upeneus_vittatus,,MISMATCH,False
1698318725562_jpg.rf.84a7a5f2a3949e31145d498e7ec51847.jpg,etelis_carbunculus,,,MISMATCH,False
1698318753454_jpg.rf.34cb73e5d13f4d68a089f32a1cb50ccc.jpg,etelis_carbunculus,,,MISMATCH,False
1698324089147_jpg.rf.f2057b07b400d145a2a86a6360d52036.jpg,lutjanus_gibbus,pomadasys_kaakan,,MISMATCH,False
1698324685559_jpg.rf.2d1471e73e94106d3f6a5d3375b0f876.jpg,monotaxis_grandoculis,,,MISMATCH,False
1698409882802_jpg.rf.88e148cf092173436ac19933985ad7bc.jpg,etelis_carbunculus,,,MISMATCH,False
1698409920330_jpg.rf.f4cf7b9985bc23dde25554a8d2cb59b2.jpg,etelis_carbunculus,,,MISMATCH,False
1698410051361_jpg.rf.1f6044f11639f46c0ddf69ce0fd643e2.jpg,etelis_carbunculus,parupeneus_indicus,,MISMATCH,False
1698410084921_jpg.rf.1c541ec64e9e083ef86b0aaca62327ba.jpg,epinephelus_radiatus|etelis_carbunculus,pomadasys_kaakan,,MISMATCH,False
1698410212946_jpg.rf.0dee39f221b614e5919095b906ee93c6.jpg,etelis_carbunculus,rastrelliger_kanagurta|upeneus_vittatus,,MISMATCH,False
1698410256777_jpg.rf.ca5be52db08ddfebb35d017e6d5ec1cd.jpg,epinephelus_radiatus,,,MISMATCH,False
1698527855359_jpg.rf.ecc73bab6ccc0c68bab9b0926e11df9f.jpg,lutjanus_gibbus,lutjanus_johnii|parupeneus_indicus,,MISMATCH,False
1698528173571_jpg.rf.6cd16def6035f359f4b701bcd0382741.jpg,caranx_melampygus,,,MISMATCH,False
1698528209061_jpg.rf.7cba76761dfaee45ac8f09f496d0812a.jpg,lutjanus_gibbus,lutjanus_johnii,,MISMATCH,False
1698528308697_jpg.rf.f85654dd60f701c937271dd71cf705b6.jpg,lutjanus_bohar|lutjanus_gibbus,pomadasys_kaakan|scomberoides_tol,,MISMATCH,False
1698528616835_jpg.rf.0511ecc7f47a52b1ebcc820a9ff5e5b6.jpg,caranx_lugubris,chirocentrus_dorab,,MISMATCH,False
1698528638801_jpg.rf.9099afc0e3f75f1b153a0d39fb7df1f8.jpg,lutjanus_bohar,lutjanus_johnii|parupeneus_indicus,,MISMATCH,False
1698546478939_jpg.rf.b798e1fb2eff258780144812a517ae68.jpg,caranx_melampygus,,,MISMATCH,False
1698546986877_jpg.rf.20ec3ffcae48e25ee7decb52db1413c5.jpg,caranx_melampygus,caranx_ignobilis|scomberoides_tol,,MISMATCH,False
1698547361115_jpg.rf.233039c718913a21ba06020344e37d41.jpg,scomberoides_tol,chirocentrus_dorab|scomberoides_tol,scomberoides_tol,MATCH,False
1698547581641_jpg.rf.59540a85cc4c20f2eed87948fb6dcfe0.jpg,lutjanus_gibbus|lutjanus_rufolineatus,pomadasys_kaakan|rastrelliger_kanagurta|scomberoides_tol,,MISMATCH,False
1698547818209_jpg.rf.b7c4efb5ace3a4ec83487599868d0e44.jpg,ferdauia_orthogrammus|parupeneus_heptacanthus,aurigequula_fasciata,,MISMATCH,False
1698547995586_jpg.rf.4442c959622ddf65fe7cd8f67e9ad962.jpg,aurigequula_fasciata,caranx_ignobilis|pomadasys_kaakan,,MISMATCH,False
1698548194367_jpg.rf.279217409ff6f707c7471d2ae90924d1.jpg,lutjanus_bohar,lutjanus_johnii,,MISMATCH,False
